,label
160544,3
112072,0
235184,3
48273,5
266339,2
190764,3
25485,1
402224,0
67834,4
375574,0
290814,1
271707,1
174492,1
307091,2
173163,2
87438,0
177874,4
318346,1
131860,1
311526,5
273493,1
192997,0
99277,0
318,1
177007,4
376009,1
284580,1
64073,1
305292,1
362555,0
377312,0
306840,1
219112,1
113371,0
119770,1
317670,3
100038,2
79671,5
178991,1
335261,1
25794,4
386133,1
391315,0
320462,1
411342,3
279701,1
388861,1
216507,0
9175,0
241657,0
163448,0
279758,4
380581,0
277491,0
116166,3
53188,5
228051,0
342951,1
322485,0
187376,0
390576,4
148252,0
95934,0
295694,0
3938,1
204535,1
380967,2
245237,0
188713,0
229162,0
412766,1
351610,3
52081,3
57475,4
221345,3
350359,3
86255,2
182359,0
117125,4
310146,1
4626,0
219067,3
205450,0
285292,1
404178,1
411837,1
236085,0
358970,0
232207,1
56976,4
96460,3
35900,4
290365,1
206863,0
154050,2
7221,4
293406,1
57823,1
30199,0
118058,2
397638,4
303744,1
86849,0
171978,3
246083,0
72794,0
201022,0
402463,4
50584,0
129627,1
221305,3
24962,1
297678,4
18997,3
215066,1
340138,3
329629,1
204855,3
398416,2
289106,1
141920,0
212074,1
8138,0
277954,1
815,3
30742,3
289241,3
155509,0
83264,2
11514,1
42434,1
239440,0
261627,2
326053,1
107559,1
393280,0
151944,1
324404,0
189225,4
25709,0
61121,1
120693,0
85951,0
329121,1
24955,1
240223,2
359079,1
122158,3
315274,1
121810,4
260958,3
204940,0
161366,1
204559,3
332853,0
91553,4
294725,4
24979,3
202550,4
28593,1
142173,0
234044,2
54228,0
406911,1
181476,1
400202,0
299236,1
105084,1
244567,0
209395,1
239797,5
192901,2
314871,1
194737,1
162653,5
193081,0
390446,3
390078,3
413582,4
226193,0
331733,0
12673,0
289645,0
19229,1
212580,1
222507,4
84169,0
385509,0
348677,1
259065,2
297554,1
321167,0
107442,0
219872,4
158605,0
174708,0
177980,4
264589,0
72296,0
295092,3
37710,0
30468,0
230261,1
78329,2
398607,4
337457,4
232677,1
7574,2
108211,1
360711,3
101672,2
57312,1
216527,0
143689,0
99592,0
219104,3
111222,0
330679,1
183460,1
60993,1
125988,1
265014,4
157020,0
310279,5
55970,1
187708,1
60609,1
223965,1
87372,3
212328,1
384011,1
216906,4
145282,0
376762,1
57724,3
322470,0
406481,1
340321,3
402762,1
342889,1
415105,2
250444,5
160553,1
1546,2
224192,1
178278,4
129894,0
159829,3
199328,0
48793,4
24220,4
345298,0
147430,1
140914,4
405504,0
19577,0
39304,4
352832,0
398886,1
103212,1
397509,2
10608,1
357591,1
235013,1
184054,2
252059,0
355583,1
238314,4
296108,1
90491,0
26234,1
131644,4
394658,2
347769,1
316616,5
305034,4
233402,0
115763,4
408464,0
131309,0
106925,3
331012,0
382299,3
241427,3
193421,0
10374,0
355605,0
209564,2
281845,1
374484,1
277058,1
162568,4
385904,2
199407,0
296097,1
248810,4
246362,3
106668,0
337070,0
89980,4
321510,1
29593,1
185638,1
331306,0
195818,4
358432,1
94259,1
233843,4
119792,4
145927,3
250750,5
14622,1
19226,0
404608,3
85533,1
20864,0
176370,2
302461,1
11527,1
169552,2
249473,3
278294,2
147788,4
380905,3
262567,0
333515,1
121647,0
364703,3
36363,2
65873,3
79833,2
86665,0
36253,1
75588,0
321155,2
187894,0
69705,0
384965,3
89987,0
296622,0
1023,0
179246,0
205038,1
256741,4
139899,1
64318,4
413362,0
176391,3
299544,3
232797,4
67359,1
365586,1
165978,1
157220,2
300413,4
27504,0
374189,3
97938,1
361889,0
163047,0
151062,0
198599,1
347604,0
18694,1
73991,0
304125,0
377593,3
195112,3
125909,4
225811,4
165936,1
412371,2
394189,4
236138,4
40431,4
281537,1
346948,0
221802,1
24981,4
101007,2
71201,4
6697,1
300221,0
113094,3
144328,1
397790,1
163591,3
82944,1
288715,3
95792,1
73425,1
197739,2
92857,0
307860,3
22036,0
81819,1
158004,0
159203,5
280886,0
139567,0
362992,1
25775,0
11008,1
39464,0
371737,1
212668,4
80366,0
157199,0
199035,0
133560,0
137695,0
365473,0
175275,4
311039,1
377455,0
314212,2
257600,0
159468,1
285506,5
292829,3
127926,3
172740,1
360496,4
196094,3
94399,0
226920,2
135545,0
338883,0
21751,0
399688,1
238196,1
366306,1
85994,1
145437,0
10214,0
33340,1
42301,3
382179,3
82875,5
169361,3
315438,3
125611,0
359891,0
357673,1
373854,2
4179,1
71480,3
344007,1
282650,3
214220,1
233474,2
265112,1
148869,2
219963,3
272210,4
36152,3
329638,0
327624,1
250754,3
278495,0
248649,0
362164,1
28930,0
194816,1
184347,0
82055,0
11909,2
374716,0
47269,0
155534,1
251553,1
91870,0
324733,0
386427,0
409709,4
2445,0
347323,0
380355,1
398663,3
298492,0
115545,0
157641,2
321981,0
336302,0
214248,1
263670,0
407577,3
29587,0
301437,0
35501,0
165851,4
166590,3
224838,4
137398,0
273862,1
70237,0
411578,0
221316,2
364388,1
212512,0
188845,0
380288,2
288951,3
410907,2
157026,1
342822,0
97231,0
47733,1
145312,3
150717,1
73095,1
298358,2
357060,0
275189,1
47145,2
160956,0
360356,1
100553,3
261398,1
290393,1
198391,1
2124,4
111475,4
218382,1
49813,0
41865,1
81897,4
84909,1
258950,0
4566,0
271692,0
215589,0
400197,1
19233,0
97127,1
85503,1
87560,0
72343,0
328280,0
179836,1
15245,0
192889,0
98661,0
275144,0
23533,4
31287,3
69752,0
413384,1
162458,4
226996,1
342421,0
53123,1
135783,1
171334,3
265525,4
366687,0
267972,1
18760,1
54635,2
201724,1
263626,0
294377,0
353385,2
161820,3
113335,1
264500,3
82285,3
326608,0
241365,0
314339,0
7062,5
83923,0
186264,3
212479,0
22321,1
220840,3
166205,5
381287,0
385683,3
39138,0
349808,0
326006,4
347918,3
269908,4
327714,1
230450,1
399858,0
316354,0
114097,3
300465,3
6836,0
90859,2
14082,3
394370,2
321318,4
5606,1
151098,1
392423,2
29007,0
88197,3
201472,2
306554,0
359488,0
190215,0
275217,0
276975,1
251456,0
295001,2
266364,4
334254,0
292543,0
413629,1
262009,3
178067,1
369966,3
230434,1
116106,4
190222,4
406549,3
403671,1
274054,0
125490,4
184123,0
244228,3
173353,1
266147,5
305873,0
62321,0
186625,0
74973,0
151515,1
374354,0
35987,4
279321,0
264221,3
133552,0
36,0
113218,4
389322,0
330464,1
152325,1
333788,1
297509,0
90522,3
81017,1
58574,0
144723,1
181691,1
305713,4
393414,1
47893,0
296917,4
30729,2
136405,0
123293,1
334185,0
347358,2
393491,1
250798,1
357957,2
275994,0
86448,1
397680,0
59657,1
114938,1
253130,0
222354,1
64457,4
411702,0
259170,1
146896,3
57466,0
8616,1
63141,5
414575,3
307670,0
298625,1
35306,1
259969,2
9575,1
253392,1
207429,1
165974,1
42069,1
53247,4
146668,0
185100,4
35824,1
289577,4
391442,1
374279,3
208049,2
379290,3
330592,1
30998,0
13681,0
285893,3
271951,3
13669,1
193161,0
132332,0
351410,0
357230,5
231579,2
83421,0
239358,4
304905,4
40520,0
274158,1
287947,4
191854,1
123385,4
228600,1
389133,1
86768,4
3977,4
336878,0
227494,1
234124,2
377724,2
35322,2
335580,0
68849,5
254271,5
57190,0
46671,1
18542,0
28688,1
400376,1
413933,1
253360,0
253874,2
116335,5
174638,4
71196,1
282799,1
172037,1
3176,4
327833,1
13740,1
22358,1
14688,1
56895,4
90454,0
55870,3
131231,0
76272,3
69824,1
45909,1
147478,1
238254,0
23878,3
56370,4
11802,0
273382,1
277782,1
256840,1
236999,0
273737,1
218877,3
27407,1
240008,2
247865,1
334627,4
357589,0
172080,1
308264,0
62234,0
151210,0
9864,1
137157,2
69687,4
401876,0
293699,2
275925,3
47978,1
198481,3
229223,3
90553,1
189044,2
144678,2
323959,3
100585,1
242401,0
357475,1
33239,1
291525,1
295881,0
11029,1
384086,3
304471,2
171622,0
73671,1
362428,3
138788,1
328360,3
15096,1
301826,1
387866,2
231894,3
217152,0
47261,4
379675,3
4751,2
318685,1
69633,2
254892,3
298655,3
255486,0
36841,3
364479,0
367162,4
58334,1
184808,1
8250,1
53546,2
412783,0
305824,1
50083,0
117651,1
298936,1
269694,3
32524,0
261598,0
367837,1
173138,1
397350,0
150790,1
55306,1
268653,0
218610,0
275101,0
59596,4
213121,3
51617,4
29847,3
31188,0
338992,1
226520,4
103647,0
396263,1
117633,5
226108,3
56444,1
243085,3
165085,3
114738,0
380972,0
25012,1
55491,4
231728,1
230671,1
219490,1
212748,3
256454,3
108960,1
286260,4
271625,2
82074,2
270674,1
148283,3
100920,3
1479,0
52463,0
81688,1
297333,4
308276,4
44386,0
207739,1
313039,0
299192,0
162100,1
96582,4
350696,1
83299,0
252883,1
339100,0
55348,1
326555,0
106641,0
138424,1
194341,2
4497,1
362130,1
3268,1
175376,1
356348,0
249328,0
76106,3
368708,1
298501,0
384770,1
16011,1
54910,0
163317,0
130861,0
11125,2
301250,2
373091,0
256495,0
150744,3
78661,0
215610,1
356088,0
372404,2
354291,0
225898,3
242983,0
97247,0
407961,0
340977,2
119097,0
96897,3
105212,1
221076,2
304304,3
287857,2
2603,3
47550,1
347464,4
355603,0
165356,0
195446,3
307500,0
40676,4
241502,4
400015,0
414798,0
364623,0
91071,1
190649,4
188496,0
53639,1
276709,1
133939,3
220867,0
22684,1
205498,1
78495,4
189082,4
171406,1
292640,1
204459,0
39887,1
99912,1
335129,0
107754,1
208035,0
123936,1
30898,1
279193,1
272296,1
247223,2
349788,2
65860,1
277439,4
58431,0
76994,1
106007,3
81027,1
320689,1
316732,1
246955,1
6701,1
259770,4
146465,1
23301,1
177547,1
162619,1
371068,0
331735,1
380401,4
261112,2
260322,0
340063,0
33968,1
396272,4
28818,0
157074,3
152904,3
221703,0
330841,0
118342,0
102579,1
195731,3
12510,0
343671,1
410263,1
221107,0
337474,3
393353,1
186218,5
176659,1
365440,0
285022,1
87130,4
317131,1
295761,0
313423,3
72647,1
276543,3
173137,4
170917,1
94877,3
398545,2
235435,0
350326,3
323180,1
171502,0
276210,1
68845,0
278754,5
357289,2
282308,4
65384,0
167701,0
66419,1
354273,0
203398,0
78833,4
121649,0
376818,0
141594,2
329135,2
273189,5
57344,2
144309,1
415050,0
27869,0
260724,0
340517,3
290197,1
258363,0
111607,2
186962,0
122625,0
186460,3
135141,2
173769,1
208188,0
287604,0
268426,3
295853,0
107832,1
415440,5
61224,0
284610,0
209659,0
257021,0
375137,0
289068,1
348100,0
90822,1
383830,0
307212,0
357392,4
32753,3
404590,0
161177,1
321710,1
34010,2
285396,1
209770,1
394670,1
280635,0
416695,0
158268,4
307452,1
269282,0
272213,0
139778,1
5684,0
35244,1
405673,0
12997,1
272976,0
96366,4
306248,1
189320,5
177748,4
47041,0
14489,0
198788,3
265192,2
303977,4
377332,4
282134,1
88547,3
388855,1
86938,2
117322,1
128140,2
2608,0
220634,1
325653,3
87545,2
244494,1
307001,1
167044,0
78506,4
281596,2
140202,0
240704,1
95045,1
169952,1
174738,3
191823,0
238053,1
103450,1
148059,1
269500,0
141318,4
7005,0
314286,0
334850,2
157248,0
366155,2
25968,0
279895,1
346825,5
314315,0
82895,1
317729,0
123052,1
276202,3
63839,1
413825,1
32508,0
64584,1
48892,1
57501,0
229117,1
143815,5
370479,2
200715,4
250119,0
79593,3
377890,5
45679,1
212130,2
397452,1
359530,4
114444,1
332486,3
236863,1
143286,4
178051,1
133459,0
410934,1
48399,1
370604,0
76408,5
141432,2
396881,1
231335,1
127904,2
302788,0
51751,4
65179,2
325842,1
237142,0
67305,0
20598,0
94189,1
62755,5
228246,1
176573,0
391265,2
138829,0
358071,0
297456,4
280467,1
56308,4
293519,3
337569,1
81935,0
248273,0
363651,0
304147,2
210256,1
179657,0
383822,0
18328,5
12360,1
53696,2
141512,5
385612,0
406542,0
392873,0
100483,0
100823,1
120800,3
275271,1
405876,1
373510,5
121072,2
108083,1
8483,3
184046,2
181751,0
186119,4
77070,1
319381,0
34471,1
411601,0
350171,0
250007,1
273821,4
292063,0
329608,1
345276,2
144710,1
14914,5
320435,1
320567,0
54139,3
32057,4
91963,0
1468,2
127493,2
310858,1
3937,1
385951,1
44373,1
190220,1
19435,1
185347,2
229950,1
166655,2
11173,3
401551,0
362158,4
239854,2
244465,1
300734,3
127414,1
159950,5
175050,3
154347,1
374214,4
28566,0
311602,1
1180,4
335641,1
183371,4
371528,0
365335,3
286972,0
289893,5
187965,3
296021,3
330137,1
61343,0
36225,0
383615,1
44140,1
210638,1
121171,3
206294,0
346749,0
33359,0
10030,3
293247,5
241304,2
359358,2
271620,1
72928,0
84235,0
88118,2
209867,1
333632,0
416719,2
410048,1
217677,3
106774,1
385567,5
241990,1
70531,2
406132,0
2239,0
199718,3
337469,2
232203,1
14770,1
87594,2
415607,1
275732,4
100906,0
372393,0
226418,1
22927,1
117814,3
46057,2
194505,0
181254,0
187148,1
36326,5
171441,4
366542,0
380308,0
163625,1
332843,4
223254,1
147964,4
280106,1
409067,0
198145,4
208669,3
161711,1
27290,0
377982,3
152481,1
204814,2
38191,1
135425,0
377755,0
233604,4
274893,0
199261,4
159817,0
189926,4
222011,4
124826,1
164246,1
334771,3
95253,1
198668,3
86818,1
352423,2
176021,1
249596,4
269665,1
330952,3
126314,0
291041,2
287999,1
137278,0
334713,4
279994,3
54227,4
7348,2
3069,0
398488,0
10990,1
119413,0
409671,3
105247,3
274170,4
242377,1
13609,3
78133,0
150977,1
30096,3
383115,2
316148,0
164517,5
285680,0
286577,4
130651,1
116559,2
107738,0
109286,2
9653,3
194029,0
262750,0
278824,4
135006,0
3846,1
212718,1
36809,1
123847,0
293296,1
11777,1
97215,3
391393,4
15363,1
404183,2
159617,1
100480,0
149974,1
76803,1
318187,2
365347,0
186121,3
35879,5
339814,3
389995,4
130100,0
89944,0
355779,0
17863,0
245138,4
171062,1
56693,0
120409,1
11090,1
408095,1
255186,0
303762,2
179492,1
74179,1
87576,1
31724,4
148667,0
248475,3
358181,4
74665,3
62867,0
160427,3
292846,0
125212,0
55431,2
146246,3
274059,4
233509,3
159454,4
237321,4
12111,0
20730,4
227546,1
28973,0
7178,4
82821,3
161652,2
78832,4
375100,0
133262,4
251434,1
74352,1
63892,4
395911,5
300971,0
233582,3
245173,1
354514,4
242181,0
195547,3
234842,1
300794,3
384699,1
399928,3
194639,1
59194,5
174618,4
134811,1
60413,3
119446,2
311368,4
354959,3
360706,4
266264,0
56745,1
119814,4
152456,0
88574,5
94911,1
87157,1
51510,4
72451,0
139797,1
9749,1
393037,1
295954,3
382267,1
228443,5
402877,0
41701,1
190713,2
303702,1
66729,3
300441,0
65481,1
36625,2
160358,1
251475,1
2098,1
216730,3
70852,5
15380,0
73971,1
220205,3
333107,0
57245,3
297368,0
150224,0
108008,1
335635,1
172219,0
152949,0
312524,0
243841,0
224767,2
358489,0
376630,3
146685,4
310100,1
23578,1
364862,4
317224,1
340968,2
255468,1
146243,0
233017,1
165940,1
182670,0
396208,0
246389,2
150587,1
125029,3
17383,1
206776,0
142376,3
254840,0
218199,0
351445,3
219456,1
139109,0
89433,2
128684,0
225348,0
383095,0
335640,2
42522,1
217986,0
31743,4
63754,0
333692,1
296228,2
393228,3
16689,0
301510,0
123566,0
88905,1
281436,0
215192,1
149414,3
162843,4
369280,0
415598,1
410710,3
145509,3
48446,2
6145,3
360257,1
314708,0
151857,2
365145,0
298293,0
317311,4
263640,0
34560,1
255939,5
110546,1
303387,0
252376,1
19117,3
192616,1
217035,3
249452,3
281598,0
213804,5
298784,1
344844,0
36090,4
193943,0
75730,1
196057,4
120737,0
48966,0
88558,3
409218,1
89942,1
374409,3
322540,1
245340,4
340087,0
92799,1
338905,1
359036,1
338248,4
299736,1
311490,1
299743,1
110594,1
45237,1
320705,0
112785,1
194777,1
70271,3
22888,1
85808,0
171613,3
405076,5
90045,0
378720,0
42995,3
281888,0
113635,3
95363,1
254924,1
265968,0
72049,0
145535,0
123207,0
111620,1
238315,1
13251,3
164268,3
11938,0
33511,0
378151,1
363724,1
92735,1
63490,3
113018,1
188025,0
85079,1
282245,0
117879,3
28987,4
291314,2
240238,4
56284,3
270645,2
369474,0
132797,5
339228,1
405242,0
411487,0
153320,0
45784,0
249451,1
368311,2
341981,5
5156,3
71646,1
262647,1
100324,0
369749,1
51999,0
128564,0
337289,1
66041,1
351712,1
41481,3
406153,0
365129,0
294370,1
400894,2
378946,2
232485,4
88226,3
137564,4
251241,0
184296,3
340660,1
95640,3
318167,1
229856,3
153403,1
290299,3
142101,3
281715,0
398263,0
278224,1
175698,0
388704,2
130434,1
161692,3
296103,0
99303,0
318700,1
377696,1
45685,0
339546,0
214945,3
308416,0
336124,3
223057,1
148492,2
289578,1
6546,5
144837,4
323266,1
951,1
87694,5
217922,3
310948,1
234003,2
372511,1
351184,3
208918,2
118179,4
136209,5
73132,0
234849,1
49832,4
310370,1
396288,4
190545,3
5240,2
231011,2
188110,1
247997,1
89182,0
245124,4
163810,3
122457,0
26865,0
245893,3
58144,3
401724,4
347322,2
209545,4
242326,3
243950,1
188297,4
22943,4
400686,0
59591,2
365432,3
137336,0
312141,1
212630,1
177995,1
195964,3
378780,1
344560,4
413023,0
300536,1
254827,4
413928,2
345040,1
236531,4
411816,1
34296,1
76152,1
54431,4
48647,3
386463,1
110654,0
96347,1
7504,1
232287,0
39769,1
288827,3
8529,0
229344,1
213101,1
286767,4
251869,4
302581,1
347886,1
255908,4
390696,1
331702,0
168319,1
253085,1
200071,1
153731,0
201108,0
6791,0
289663,4
265489,1
85812,1
354928,2
389049,0
243746,0
235112,3
124733,3
90947,0
62597,1
301654,3
238153,0
99793,4
67797,1
315259,0
285485,1
37007,1
25094,0
119391,4
223874,3
61014,0
48070,1
173111,3
154085,0
109252,1
311134,2
2788,1
136073,1
131615,4
56118,0
399788,0
54447,0
53214,0
274440,0
414617,1
273231,1
73020,1
406897,0
252348,3
304828,1
76010,0
176702,4
53548,1
364604,1
3214,2
115184,0
203769,0
25431,1
232225,2
289999,1
22099,1
52774,0
228053,0
13324,4
344495,1
307527,3
79370,1
151013,1
140721,0
363328,0
335727,2
364930,3
217875,1
410158,1
148507,1
207685,1
341782,4
271622,0
3493,5
190477,4
240676,3
262999,1
320081,0
275776,5
353052,1
110261,1
374313,3
56133,3
305701,0
63220,2
92082,3
288830,1
73012,1
324315,0
217114,0
104152,1
396425,1
35315,3
202812,1
202155,0
57521,3
255483,4
94625,1
162557,1
87736,1
404804,1
349898,0
128510,1
237188,4
142996,4
238066,4
240682,3
17335,3
373252,0
107678,1
185134,0
126425,1
22262,5
53869,0
134418,0
297980,1
221625,1
96549,1
114491,0
146894,0
209384,1
328061,2
22754,0
38556,3
271804,0
326521,1
142724,3
353625,1
318626,1
236275,5
93548,3
211825,0
45272,4
208111,0
264291,1
251870,0
366125,2
183709,2
327555,1
263151,1
65515,1
110047,4
214514,1
311908,0
97317,3
214915,0
301953,0
38437,0
306783,0
267469,1
396350,4
225833,0
185830,0
14980,1
118052,2
303712,4
208500,0
31737,3
132468,3
220044,3
230749,2
221979,1
309740,3
85677,1
197306,2
143841,0
198487,0
392491,0
69487,2
216223,1
343913,3
407289,0
52810,1
96670,0
274356,3
212191,1
172956,0
206631,3
396894,2
128799,4
236864,4
365951,0
67237,1
202142,0
299789,1
151154,0
207849,1
234808,2
33505,1
109665,4
207081,5
28219,4
16756,4
8173,1
396780,4
312759,0
136952,1
261993,0
296907,0
242320,4
93968,1
401788,0
160620,0
28512,1
345672,5
412566,0
160740,1
308702,0
83681,1
115248,0
388086,0
37827,2
236011,0
152737,3
171450,2
181647,1
376777,0
68545,0
302888,1
44718,4
400760,1
240544,3
193869,4
15788,1
403780,4
165926,4
274045,2
223609,1
14173,4
393739,1
177111,2
350357,0
19788,4
136139,1
304834,0
378145,4
203536,0
207184,4
162983,3
328597,0
270012,1
355958,0
225318,1
320277,3
3871,1
198952,5
408431,1
60983,3
56094,0
409363,1
4454,0
351446,2
252572,0
222343,3
373682,3
279935,1
397297,3
354447,3
263637,0
292277,5
89932,0
196866,2
312493,3
368889,0
414799,0
57617,1
379124,5
307384,3
405489,0
127612,4
74360,3
225868,1
277691,1
298700,0
296186,0
235597,3
346975,3
393161,5
267213,0
338250,2
122593,1
222081,1
281393,1
372896,4
203817,0
289201,0
197533,1
230886,0
115058,1
177448,4
297858,0
14015,3
219218,1
378489,1
326029,1
176347,1
336883,1
412997,1
32744,0
371679,4
2650,1
238199,1
28022,3
123183,0
374794,5
144072,1
165348,2
159117,1
223794,1
199119,1
243168,1
58419,0
348113,1
234092,1
204960,3
229142,1
308460,3
248325,1
14219,0
292704,3
103020,1
124491,4
18698,0
245455,5
317135,0
270627,1
234511,0
99616,3
236363,0
35874,1
262678,3
148767,1
283981,0
172193,1
378185,0
299187,1
253902,1
114652,3
212428,1
393326,1
300017,1
19061,0
161749,0
141898,1
184391,1
351284,5
410083,1
404677,0
336468,1
221404,3
72607,0
154550,4
251336,1
374946,1
359108,0
20501,0
308768,1
88769,0
371291,1
196017,1
7974,0
322222,3
18539,0
303500,0
343489,0
330703,0
345781,1
414776,3
182394,0
116637,0
310074,1
349737,0
130668,1
26801,3
253348,4
73528,1
22457,0
199994,0
356799,3
402836,1
326341,1
46852,0
57789,1
65534,3
213129,0
18665,1
277695,1
116505,0
21607,1
342971,4
274380,4
92960,1
86372,2
186439,1
265887,0
33902,4
386789,1
212415,1
298078,1
398011,3
288981,0
308656,4
238566,2
125068,4
319580,0
369662,4
408436,0
216616,1
379863,0
55039,1
26938,1
272459,0
275724,1
10236,0
13202,3
58111,2
376288,0
351323,3
286763,4
202082,4
167724,3
34153,2
297331,0
164522,1
60170,5
2830,3
160453,3
405695,1
168892,0
115083,3
1658,4
355192,1
376160,0
84372,0
63715,0
28700,4
374994,4
131881,1
265976,1
309679,5
38240,1
408314,2
376260,2
14507,1
260011,0
281806,2
404494,4
335603,1
153614,0
244511,0
416694,0
83891,0
366468,1
235959,1
79435,1
152717,3
86892,1
361425,1
14720,4
298393,0
189645,1
54613,0
156926,0
212349,1
358164,0
54380,0
161606,4
189433,0
33311,0
187288,1
51203,0
322500,1
184268,3
387291,0
96048,0
90344,3
3377,1
259885,0
376505,1
279571,0
100594,1
258203,0
262421,4
404460,3
230716,3
185935,0
66203,1
299983,0
340212,2
74581,0
248731,3
171566,2
242632,1
155880,1
66043,2
195789,3
256675,3
146719,2
342350,0
354885,0
150072,1
80098,3
294455,2
36076,4
299137,3
26822,1
20918,0
76296,0
252242,0
294871,4
407042,0
287004,4
336582,1
337477,1
192611,0
89633,0
329251,1
46989,3
80351,1
132254,1
300790,1
62753,0
242143,0
306232,1
300457,0
399277,1
52242,1
218778,0
86403,0
349068,0
273651,1
74326,0
413684,1
21546,3
71516,2
356316,0
403275,1
407521,3
131109,4
409636,0
49456,3
358440,1
302376,3
23343,1
128041,1
62699,2
153458,1
166943,1
300820,2
213504,1
131374,3
160831,1
273647,2
53464,1
330796,3
52784,0
112898,1
362767,4
10728,4
330159,3
128122,1
83580,5
22261,5
263554,1
101498,4
1096,1
94006,1
365484,5
359093,0
169501,0
399512,1
317821,1
410039,0
213807,1
66983,1
187055,3
153148,2
184969,1
25883,1
126814,1
165773,1
69689,1
161384,1
150986,1
355186,1
204418,0
172153,3
37480,0
44674,1
369233,4
372398,1
205948,1
315832,4
407508,4
55583,0
256752,1
207063,0
262538,1
384083,1
80811,0
134441,0
180824,0
213170,3
179465,3
243341,4
48198,3
375899,0
242235,1
184126,0
47098,2
58173,0
215766,1
33670,3
62861,1
317478,0
238078,0
117616,1
230845,0
295777,1
129523,0
410329,1
152041,1
130125,0
309354,2
370588,1
337901,1
369299,4
84827,1
244670,1
371025,1
57023,0
189930,0
398444,1
241904,4
12244,3
187431,3
106850,3
279632,1
122161,0
51764,4
249468,1
293485,1
58209,4
33691,1
203241,5
47641,0
197575,2
349204,0
87278,4
315249,3
136748,1
197353,2
174071,0
325154,4
72315,0
160265,1
234901,4
98486,2
373926,0
403089,0
132900,1
11382,0
380940,1
306370,0
214387,0
589,1
122996,1
409259,3
351195,4
361393,1
396319,3
331818,3
222965,5
72346,2
262151,1
192662,0
352735,3
323471,4
398984,4
254567,1
257693,4
228390,0
368893,0
369833,1
246209,4
34325,0
44403,2
106911,3
386329,5
40910,1
86262,0
311950,1
32068,0
38663,4
227829,0
270780,0
135465,1
369716,1
43087,1
265512,1
364871,0
106576,1
93059,2
175229,1
113620,0
103983,0
250342,1
61201,1
172283,3
194875,3
277510,0
416445,4
32651,2
26852,0
281298,1
104306,1
82047,4
96893,4
318521,1
79487,4
146163,1
179952,4
330117,3
363436,5
369803,2
184329,1
45639,1
81037,3
195249,3
246022,0
123096,1
228397,1
23505,0
387008,0
46617,3
237264,0
299050,3
134219,4
83870,1
11180,1
177425,4
68782,0
134358,1
50229,1
49632,1
260118,2
147278,0
400420,0
312507,0
111337,1
49830,0
125252,1
223209,2
204238,1
283420,4
392248,1
33455,1
196106,3
301407,1
303686,0
375342,1
359352,0
202417,2
175912,3
344338,3
168061,1
322440,4
212828,2
101734,4
323384,0
37661,4
3088,0
261772,3
357242,5
326567,1
409812,1
338420,1
247303,0
378670,3
148593,1
192704,5
304976,1
348319,0
256460,1
242968,0
163302,1
44860,0
415554,0
229721,3
102891,1
303539,0
404556,3
295855,1
55343,1
22756,2
67086,1
377620,1
330651,1
47503,0
59149,4
10462,2
77991,1
280448,2
198468,0
200498,1
305455,0
410884,0
163080,0
57076,1
394310,4
51315,0
275694,5
351251,3
82696,4
59135,0
12755,1
282424,0
256219,1
267383,1
169118,1
126427,0
190083,1
13503,0
117819,1
141045,2
258509,3
229009,4
342283,3
163192,0
207548,1
363221,1
98225,0
161094,0
71121,0
139409,0
329142,0
154024,1
110721,3
69240,1
416154,1
307063,1
404461,0
224728,3
171216,0
21322,0
410499,5
388020,1
286674,0
84754,0
4089,4
93493,4
51277,4
213852,0
162589,0
59207,1
374792,0
287040,4
413231,3
82266,3
11542,0
102125,4
204537,3
177228,4
142226,1
311266,0
35175,0
234586,0
288936,0
86905,0
137459,3
388654,3
218361,5
229297,0
114961,0
383897,1
152858,1
187224,5
344624,1
87335,1
259547,0
401815,0
8261,2
328127,1
27774,3
337786,1
279211,0
352402,3
408422,5
219898,1
128788,1
46021,1
244030,1
46049,4
156380,1
267705,0
166555,5
368083,1
376184,1
185089,1
126156,2
396675,1
404710,1
373655,2
363709,0
164289,0
309387,4
273933,1
111487,2
131091,1
126101,0
90944,0
209628,4
24458,1
211360,0
2758,1
316471,1
202779,4
321278,5
404212,3
167591,4
235816,1
291074,1
142658,4
166739,1
386061,4
381305,0
99528,0
169866,1
158882,4
191658,1
2176,1
407533,4
112667,4
75906,4
287074,2
401779,4
303577,1
221580,4
225338,1
121528,2
112685,1
409546,1
289757,4
382468,4
46781,4
163310,4
375590,0
98557,1
207527,1
235409,3
158847,1
127402,0
416443,1
41579,0
366373,4
358788,1
162982,1
371029,1
384533,0
412356,4
370038,1
272412,3
183425,0
185635,0
367422,1
154593,0
412656,3
232953,1
289458,0
296674,1
158075,2
351233,1
21690,1
182758,4
67201,4
280202,1
83833,4
399590,1
235292,1
173659,4
376704,1
214666,0
379580,4
228937,1
198834,0
94987,1
410131,0
325418,3
96320,1
395941,1
60703,0
4606,4
123441,4
72450,4
102036,1
80362,0
226132,2
356789,1
133857,0
220937,1
181735,0
127235,1
43038,1
217378,0
154269,1
109037,2
388177,0
219410,0
11939,0
22797,0
9241,1
351575,0
21785,0
365986,1
320841,0
274139,0
35986,3
207027,1
416505,5
353115,1
26330,4
125877,1
214099,3
123211,1
259246,1
59956,1
15752,1
286426,0
93605,0
250864,1
64752,0
391703,1
179270,2
171038,1
52493,1
260890,1
30749,4
415649,4
199252,1
340483,0
94466,4
351257,3
298665,0
